Year,ID,ID_direction,seq,Origin,Destination,stocks_origin,stocks_destination,stocks_bilateral,flow_origin,flow_destination,scaled_sci,SP_POP_TOTL_origin,SP_POP_TOTL_destination,SP_TOTOAL_bilateral,Region_origin,Region_destination,Region_sub_origin,Region_sub_destination,Income_origin,Income_destination,flow_region,flow_subregion,flow_income,Code_destination,Code_origin,iso2_origin,iso2_destination
2019,ECPT,PTEC,2,Portugal,Ecuador,360,454,6.70196036600254,-6,7,7.58069975222456,10269417,17373662,27643079,Europe,Americas,Southern Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Southern Europe to Latin America and the Caribbean,High income to Upper middle income,218,620,PT,EC
2019,ECPY,PYEC,1,Paraguay,Ecuador,238,,5.47227067367148,-4,,9.8924266051767,7044636,17373662,24418298,Americas,Americas,Latin America and the Caribbean,Latin America and the Caribbean,Upper middle income,Upper middle income,Americas to Americas,Latin America and the Caribbean to Latin America and the Caribbean,Upper middle income to Upper middle income,218,600,PY,EC
2019,ECRO,ROEC,1,Romania,Ecuador,297,,5.6937321388027,-5,,6.55961523749324,19356544,17373662,36730206,Europe,Americas,Eastern Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Eastern Europe to Latin America and the Caribbean,High income to Upper middle income,218,642,RO,EC
2019,ECSA,SAEC,1,Saudi Arabia,Ecuador,86,,4.45434729625351,-2,,6.56244409369372,34268528,17373662,51642190,Asia,Americas,Western Asia,Latin America and the Caribbean,High income,Upper middle income,Asia to Americas,Western Asia to Latin America and the Caribbean,High income to Upper middle income,218,682,SA,EC
2019,ECSE,ECSE,1,Ecuador,Sweden,2623,343,7.99496952269788,201,-6,6.87316383421252,17373662,10285453,27659115,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,752,218,EC,SE
2019,ECSE,SEEC,2,Sweden,Ecuador,343,2623,7.99496952269788,-6,201,6.87316383421252,10285453,17373662,27659115,Europe,Americas,Northern Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Northern Europe to Latin America and the Caribbean,High income to Upper middle income,218,752,SE,EC
2019,ECSI,ECSI,1,Ecuador,Slovenia,11,,2.39789527279837,2,,6.28226674689601,17373662,2087946,19461608,Americas,Europe,Latin America and the Caribbean,Southern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Southern Europe,Upper middle income to High income,705,218,EC,SI
2019,ECSK,ECSK,1,Ecuador,Slovakia,40,48,4.47733681447821,4,-1,5.93489419561959,17373662,5454073,22827735,Americas,Europe,Latin America and the Caribbean,Eastern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Eastern Europe,Upper middle income to High income,703,218,EC,SK
2019,ECSK,SKEC,2,Slovakia,Ecuador,48,40,4.47733681447821,-1,4,5.93489419561959,5454073,17373662,22827735,Europe,Americas,Eastern Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Eastern Europe to Latin America and the Caribbean,High income to Upper middle income,218,703,SK,EC
2019,ECSV,ECSV,1,Ecuador,El Salvador,124,513,6.45676965557216,1,-9,9.490242257109,17373662,6453553,23827215,Americas,Americas,Latin America and the Caribbean,Latin America and the Caribbean,Upper middle income,Lower middle income,Americas to Americas,Latin America and the Caribbean to Latin America and the Caribbean,Upper middle income to Lower middle income,222,218,EC,SV
2019,ECSV,SVEC,2,El Salvador,Ecuador,513,124,6.45676965557216,-9,1,9.490242257109,6453553,17373662,23827215,Americas,Americas,Latin America and the Caribbean,Latin America and the Caribbean,Lower middle income,Upper middle income,Americas to Americas,Latin America and the Caribbean to Latin America and the Caribbean,Lower middle income to Upper middle income,218,222,SV,EC
2019,ECTT,TTEC,1,Trinidad and Tobago,Ecuador,44,,3.78418963391826,-1,,8.79800169492485,1394973,17373662,18768635,Americas,Americas,Latin America and the Caribbean,Latin America and the Caribbean,High income,Upper middle income,Americas to Americas,Latin America and the Caribbean to Latin America and the Caribbean,High income to Upper middle income,218,780,TT,EC
2019,ECUA,UAEC,1,Ukraine,Ecuador,394,,5.97635090929793,-7,,6.62539236800796,44385155,17373662,61758817,Europe,Americas,Eastern Europe,Latin America and the Caribbean,Lower middle income,Upper middle income,Europe to Americas,Eastern Europe to Latin America and the Caribbean,Lower middle income to Upper middle income,218,804,UA,EC
2019,ECUS,ECUS,1,Ecuador,United States of America,516236,26386,13.2041682239066,38197,-416,8.81343849452851,17373662,328239523,345613185,Americas,Americas,Latin America and the Caribbean,Northern America,Upper middle income,High income,Americas to Americas,Latin America and the Caribbean to Northern America,Upper middle income to High income,840,218,EC,US
2019,ECUS,USEC,2,United States of America,Ecuador,26386,516236,13.2041682239066,-416,38197,8.81343849452851,328239523,17373662,345613185,Americas,Americas,Northern America,Latin America and the Caribbean,High income,Upper middle income,Americas to Americas,Northern America to Latin America and the Caribbean,High income to Upper middle income,218,840,US,EC
2019,ECUY,UYEC,1,Uruguay,Ecuador,943,,6.84906628263346,-15,,9.01103541014182,3461734,17373662,20835396,Americas,Americas,Latin America and the Caribbean,Latin America and the Caribbean,High income,Upper middle income,Americas to Americas,Latin America and the Caribbean to Latin America and the Caribbean,High income to Upper middle income,218,858,UY,EC
2019,ECVN,VNEC,1,Viet Nam,Ecuador,47,,3.85014760171006,-1,,5.50533153593236,96462106,17373662,113835768,Asia,Americas,South-eastern Asia,Latin America and the Caribbean,Lower middle income,Upper middle income,Asia to Americas,South-eastern Asia to Latin America and the Caribbean,Lower middle income to Upper middle income,218,704,VN,EC
2019,ECZA,ZAEC,1,South Africa,Ecuador,120,,4.78749174278205,-2,,5.94542060860658,58558270,17373662,75931932,Africa,Americas,Sub-Saharan Africa,Latin America and the Caribbean,Upper middle income,Upper middle income,Africa to Americas,Sub-Saharan Africa to Latin America and the Caribbean,Upper middle income to Upper middle income,218,710,ZA,EC
2019,EEEG,EGEE,1,Egypt,Estonia,104,25,4.85981240436167,36,7,6.72623340235875,100388073,1326590,101714663,Africa,Europe,Northern Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Northern Africa to Northern Europe,Lower middle income to High income,233,818,EG,EE
2019,EEEG,EEEG,2,Estonia,Egypt,25,104,4.85981240436167,7,36,6.72623340235875,1326590,100388073,101714663,Europe,Africa,Northern Europe,Northern Africa,High income,Lower middle income,Europe to Africa,Northern Europe to Northern Africa,High income to Lower middle income,818,233,EE,EG
2019,EEES,EEES,1,Estonia,Spain,1942,486,7.79482315217939,67,93,8.78813593986372,1326590,47076781,48403371,Europe,Europe,Northern Europe,Southern Europe,High income,High income,Europe to Europe,Northern Europe to Southern Europe,High income to High income,724,233,EE,ES
2019,EEES,ESEE,2,Spain,Estonia,486,1942,7.79482315217939,93,67,8.78813593986372,47076781,1326590,48403371,Europe,Europe,Southern Europe,Northern Europe,High income,High income,Europe to Europe,Southern Europe to Northern Europe,High income to High income,233,724,ES,EE
2019,EEET,ETEE,1,Ethiopia,Estonia,11,,2.39789527279837,4,,5.54126354515843,112078730,1326590,113405320,Africa,Europe,Sub-Saharan Africa,Northern Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Low income to High income,233,231,ET,EE
2019,EEFI,EEFI,1,Estonia,Finland,61365,4603,11.0969250549467,8349,733,13.0746384456733,1326590,5520314,6846904,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,246,233,EE,FI
2019,EEFI,FIEE,2,Finland,Estonia,4603,61365,11.0969250549467,733,8349,13.0746384456733,5520314,1326590,6846904,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,246,FI,EE
2019,EEFR,EEFR,1,Estonia,France,1271,645,7.55799495853081,70,109,8.17159948034546,1326590,67059887,68386477,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,250,233,EE,FR
2019,EEFR,FREE,2,France,Estonia,645,1271,7.55799495853081,109,70,8.17159948034546,67059887,1326590,68386477,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,233,250,FR,EE
2019,EEGB,EEGB,1,Estonia,United Kingdom,7551,789,9.02881849535279,901,135,9.39457676097491,1326590,66834405,68160995,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,826,233,EE,GB
2019,EEGB,GBEE,2,United Kingdom,Estonia,789,7551,9.02881849535279,135,901,9.39457676097491,66834405,1326590,68160995,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,826,GB,EE
2019,EEGE,EEGE,1,Estonia,Georgia,122,1663,7.48717369421374,3,21,9.9696497547898,1326590,3720382,5046972,Europe,Asia,Northern Europe,Western Asia,High income,Upper middle income,Europe to Asia,Northern Europe to Western Asia,High income to Upper middle income,268,233,EE,GE
2019,EEGE,GEEE,2,Georgia,Estonia,1663,122,7.48717369421374,21,3,9.9696497547898,3720382,1326590,5046972,Asia,Europe,Western Asia,Northern Europe,Upper middle income,High income,Asia to Europe,Western Asia to Northern Europe,Upper middle income to High income,233,268,GE,EE
2019,EEGH,GHEE,1,Ghana,Estonia,18,,2.89037175789616,6,,7.54009032014533,30417856,1326590,31744446,Africa,Europe,Sub-Saharan Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Lower middle income to High income,233,288,GH,EE
2019,EEGR,EEGR,1,Estonia,Greece,125,96,5.39816270151775,-3,19,8.80462523261281,1326590,10716322,12042912,Europe,Europe,Northern Europe,Southern Europe,High income,High income,Europe to Europe,Northern Europe to Southern Europe,High income to High income,300,233,EE,GR
2019,EEGR,GREE,2,Greece,Estonia,96,125,5.39816270151775,19,-3,8.80462523261281,10716322,1326590,12042912,Europe,Europe,Southern Europe,Northern Europe,High income,High income,Europe to Europe,Southern Europe to Northern Europe,High income to High income,233,300,GR,EE
2019,EEGT,GTEE,1,Guatemala,Estonia,11,,2.39789527279837,1,,5.99146454710798,16604026,1326590,17930616,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,233,320,GT,EE
2019,EEGY,GYEE,1,Guyana,Estonia,1,,0,-1,,6.3135480462771,782766,1326590,2109356,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,233,328,GY,EE
2019,EEHN,HNEE,1,Honduras,Estonia,6,,1.79175946922806,4,,5.56068163101553,9746117,1326590,11072707,Americas,Europe,Latin America and the Caribbean,Northern Europe,Lower middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Lower middle income to High income,233,340,HN,EE
2019,EEHR,HREE,1,Croatia,Estonia,43,18,4.11087386417331,15,-2,8.66785206770135,4067500,1326590,5394090,Europe,Europe,Southern Europe,Northern Europe,High income,High income,Europe to Europe,Southern Europe to Northern Europe,High income to High income,233,191,HR,EE
2019,EEHR,EEHR,2,Estonia,Croatia,18,43,4.11087386417331,-2,15,8.66785206770135,1326590,4067500,5394090,Europe,Europe,Northern Europe,Southern Europe,High income,High income,Europe to Europe,Northern Europe to Southern Europe,High income to High income,191,233,EE,HR
2019,EEHU,EEHU,1,Estonia,Hungary,155,206,5.88887795833288,-3,5,8.73584667745758,1326590,9769949,11096539,Europe,Europe,Northern Europe,Eastern Europe,High income,High income,Europe to Europe,Northern Europe to Eastern Europe,High income to High income,348,233,EE,HU
2019,EEHU,HUEE,2,Hungary,Estonia,206,155,5.88887795833288,5,-3,8.73584667745758,9769949,1326590,11096539,Europe,Europe,Eastern Europe,Northern Europe,High income,High income,Europe to Europe,Eastern Europe to Northern Europe,High income to High income,233,348,HU,EE
2019,EEID,IDEE,1,Indonesia,Estonia,18,,2.89037175789616,6,,5.57215403217777,270625568,1326590,271952158,Asia,Europe,South-eastern Asia,Northern Europe,Upper middle income,High income,Asia to Europe,South-eastern Asia to Northern Europe,Upper middle income to High income,233,360,ID,EE
2019,EEIE,EEIE,1,Estonia,Ireland,3012,116,8.0481491016652,268,29,9.90088416666601,1326590,4941444,6268034,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,372,233,EE,IE
2019,EEIE,IEEE,2,Ireland,Estonia,116,3012,8.0481491016652,29,268,9.90088416666601,4941444,1326590,6268034,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,372,IE,EE
2019,EEIN,INEE,1,India,Estonia,460,,6.13122648948314,142,,5.82304589548302,1366417754,1326590,1367744344,Asia,Europe,Southern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Northern Europe,Lower middle income to High income,233,356,IN,EE
2019,EEIS,EEIS,1,Estonia,Iceland,150,18,5.12396397940326,21,-4,10.7036264176742,1326590,361313,1687903,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,352,233,EE,IS
2019,EEIS,ISEE,2,Iceland,Estonia,18,150,5.12396397940326,-4,21,10.7036264176742,361313,1326590,1687903,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,352,IS,EE
2019,EEIT,EEIT,1,Estonia,Italy,1524,784,7.74413662762799,116,158,8.62962862074603,1326590,60297396,61623986,Europe,Europe,Northern Europe,Southern Europe,High income,High income,Europe to Europe,Northern Europe to Southern Europe,High income to High income,380,233,EE,IT
2019,EEIT,ITEE,2,Italy,Estonia,784,1524,7.74413662762799,158,116,8.62962862074603,60297396,1326590,61623986,Europe,Europe,Southern Europe,Northern Europe,High income,High income,Europe to Europe,Southern Europe to Northern Europe,High income to High income,233,380,IT,EE
2019,EEJM,JMEE,1,Jamaica,Estonia,1,,0,-1,,7.04141166379481,2948279,1326590,4274869,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,233,388,JM,EE
2019,EEJO,JOEE,1,Jordan,Estonia,17,,2.83321334405622,7,,6.42324696353352,10101694,1326590,11428284,Asia,Europe,Western Asia,Northern Europe,Upper middle income,High income,Asia to Europe,Western Asia to Northern Europe,Upper middle income to High income,233,400,JO,EE
2019,EEJP,JPEE,1,Japan,Estonia,115,,4.74493212836325,30,,7.1929342212158,126264931,1326590,127591521,Asia,Europe,Eastern Asia,Northern Europe,High income,High income,Asia to Europe,Eastern Asia to Northern Europe,High income to High income,233,392,JP,EE
2019,EEKE,KEEE,1,Kenya,Estonia,9,,2.19722457733622,2,,6.57646956904822,52573973,1326590,53900563,Africa,Europe,Sub-Saharan Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Lower middle income to High income,233,404,KE,EE
2019,EEKG,EEKG,1,Estonia,Kyrgyzstan,561,533,6.99759598298193,-12,-4,8.18479265416508,1326590,6456900,7783490,Europe,Asia,Northern Europe,Central Asia,High income,Lower middle income,Europe to Asia,Northern Europe to Central Asia,High income to Lower middle income,417,233,EE,KG
2019,EEKG,KGEE,2,Kyrgyzstan,Estonia,533,561,6.99759598298193,-4,-12,8.18479265416508,6456900,1326590,7783490,Asia,Europe,Central Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Central Asia to Northern Europe,Lower middle income to High income,233,417,KG,EE
2019,EEKH,KHEE,1,Cambodia,Estonia,9,,2.19722457733622,0,,5.85220247977447,16486542,1326590,17813132,Asia,Europe,South-eastern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,South-eastern Asia to Northern Europe,Lower middle income to High income,233,116,KH,EE
2019,EEKR,KREE,1,Republic of Korea,Estonia,69,,4.23410650459726,0,,6.72503364216684,51709098,1326590,53035688,Asia,Europe,Eastern Asia,Northern Europe,High income,High income,Asia to Europe,Eastern Asia to Northern Europe,High income to High income,233,410,KR,EE
2019,EEKW,KWEE,1,Kuwait,Estonia,11,,2.39789527279837,2,,6.5206211275587,4207083,1326590,5533673,Asia,Europe,Western Asia,Northern Europe,High income,High income,Asia to Europe,Western Asia to Northern Europe,High income to High income,233,414,KW,EE
2019,EEKZ,EEKZ,1,Estonia,Kazakhstan,1163,3682,8.48570252432487,50,-70,8.2602342916073,1326590,18513930,19840520,Europe,Asia,Northern Europe,Central Asia,High income,Upper middle income,Europe to Asia,Northern Europe to Central Asia,High income to Upper middle income,398,233,EE,KZ
2019,EEKZ,KZEE,2,Kazakhstan,Estonia,3682,1163,8.48570252432487,-70,50,8.2602342916073,18513930,1326590,19840520,Asia,Europe,Central Asia,Northern Europe,Upper middle income,High income,Asia to Europe,Central Asia to Northern Europe,Upper middle income to High income,233,398,KZ,EE
2019,EELB,LBEE,1,Lebanon,Estonia,36,,3.58351893845611,18,,7.07157336421153,6855713,1326590,8182303,Asia,Europe,Western Asia,Northern Europe,Upper middle income,High income,Asia to Europe,Western Asia to Northern Europe,Upper middle income to High income,233,422,LB,EE
2019,EELK,LKEE,1,Sri Lanka,Estonia,30,,3.40119738166216,9,,7.69302574841789,21803000,1326590,23129590,Asia,Europe,Southern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Northern Europe,Lower middle income to High income,233,144,LK,EE
2019,EELT,EELT,1,Estonia,Lithuania,717,2034,7.91971976092458,-99,6,10.9645018107889,1326590,2786844,4113434,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,440,233,EE,LT
2019,EELT,LTEE,2,Lithuania,Estonia,2034,717,7.91971976092458,6,-99,10.9645018107889,2786844,1326590,4113434,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,440,LT,EE
2019,EELU,EELU,1,Estonia,Luxembourg,626,14,6.46146817635372,100,3,10.5498575415371,1326590,619896,1946486,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,442,233,EE,LU
2019,EELU,LUEE,2,Luxembourg,Estonia,14,626,6.46146817635372,3,100,10.5498575415371,619896,1326590,1946486,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,233,442,LU,EE
2019,EELV,EELV,1,Estonia,Latvia,2811,4855,8.9445502459405,-270,152,12.3664851079832,1326590,1912789,3239379,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,428,233,EE,LV
2019,EELV,LVEE,2,Latvia,Estonia,4855,2811,8.9445502459405,152,-270,12.3664851079832,1912789,1326590,3239379,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,428,LV,EE
2019,EELY,LYEE,1,Libya,Estonia,5,,1.6094379124341,0,,5.36129216570943,6777452,1326590,8104042,Africa,Europe,Northern Africa,Northern Europe,Upper middle income,High income,Africa to Europe,Northern Africa to Northern Europe,Upper middle income to High income,233,434,LY,EE
2019,EEMA,MAEE,1,Morocco,Estonia,29,,3.36729582998647,4,,6.63987583382654,36471769,1326590,37798359,Africa,Europe,Northern Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Northern Africa to Northern Europe,Lower middle income to High income,233,504,MA,EE
2019,EEMD,MDEE,1,Republic of Moldova,Estonia,940,,6.84587987526405,35,,9.7394969524269,2657637,1326590,3984227,Europe,Europe,Eastern Europe,Northern Europe,Lower middle income,High income,Europe to Europe,Eastern Europe to Northern Europe,Lower middle income to High income,233,498,MD,EE
2019,EEMK,MKEE,1,North Macedonia,Estonia,12,,2.484906649788,3,,8.77601271918292,2083459,1326590,3410049,Europe,Europe,Southern Europe,Northern Europe,Upper middle income,High income,Europe to Europe,Southern Europe to Northern Europe,Upper middle income to High income,233,807,MK,EE
2019,EEMN,MNEE,1,Mongolia,Estonia,49,,3.89182029811063,-1,,6.93537044601511,3225167,1326590,4551757,Asia,Europe,Eastern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Eastern Asia to Northern Europe,Lower middle income to High income,233,496,MN,EE
2019,EEMR,MREE,1,Mauritania,Estonia,2,,0.693147180559945,0,,5.45958551414416,4525696,1326590,5852286,Africa,Europe,Sub-Saharan Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Lower middle income to High income,233,478,MR,EE
2019,EEMU,MUEE,1,Mauritius,Estonia,1,,0,-3,,7.89469085042562,1265711,1326590,2592301,Africa,Europe,Sub-Saharan Africa,Northern Europe,High income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,High income to High income,233,480,MU,EE
2019,EEMX,MXEE,1,Mexico,Estonia,90,,4.49980967033027,25,,6.04263283368238,127575529,1326590,128902119,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,233,484,MX,EE
2019,EEMY,MYEE,1,Malaysia,Estonia,11,,2.39789527279837,3,,6.40191719672719,31949777,1326590,33276367,Asia,Europe,South-eastern Asia,Northern Europe,Upper middle income,High income,Asia to Europe,South-eastern Asia to Northern Europe,Upper middle income to High income,233,458,MY,EE
2019,EEMZ,MZEE,1,Mozambique,Estonia,2,,0.693147180559945,0,,5.54126354515843,30366036,1326590,31692626,Africa,Europe,Sub-Saharan Africa,Northern Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Low income to High income,233,508,MZ,EE
2019,EENG,NGEE,1,Nigeria,Estonia,305,,5.72031177660741,187,,7.98684490116138,200963599,1326590,202290189,Africa,Europe,Sub-Saharan Africa,Northern Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Lower middle income to High income,233,566,NG,EE
2019,EENI,NIEE,1,Nicaragua,Estonia,2,,0.693147180559945,0,,5.77455154554441,6545502,1326590,7872092,Americas,Europe,Latin America and the Caribbean,Northern Europe,Lower middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Lower middle income to High income,233,558,NI,EE
2019,EENL,EENL,1,Estonia,Netherlands,1179,252,7.26612877955645,242,51,9.37245922145262,1326590,17332850,18659440,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,528,233,EE,NL
2019,EENL,NLEE,2,Netherlands,Estonia,252,1179,7.26612877955645,51,242,9.37245922145262,17332850,1326590,18659440,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,233,528,NL,EE
2019,EENO,EENO,1,Estonia,Norway,5419,271,8.64646552712038,350,68,10.6035855203078,1326590,5347896,6674486,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,578,233,EE,NO
2019,EENO,NOEE,2,Norway,Estonia,271,5419,8.64646552712038,68,350,10.6035855203078,5347896,1326590,6674486,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,578,NO,EE
2019,EENP,NPEE,1,Nepal,Estonia,62,,4.12713438504509,21,,7.2291138777933,28608710,1326590,29935300,Asia,Europe,Southern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Northern Europe,Lower middle income to High income,233,524,NP,EE
2019,EENZ,NZEE,1,New Zealand,Estonia,21,,3.04452243772342,5,,9.00245482305095,4917000,1326590,6243590,Oceania,Europe,Australia and New Zealand,Northern Europe,High income,High income,Oceania to Europe,Australia and New Zealand to Northern Europe,High income to High income,233,554,NZ,EE
2019,EEPE,EEPE,1,Estonia,Peru,19,25,3.78418963391826,2,5,5.90263333340137,1326590,32510453,33837043,Europe,Americas,Northern Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Northern Europe to Latin America and the Caribbean,High income to Upper middle income,604,233,EE,PE
2019,EEPE,PEEE,2,Peru,Estonia,25,19,3.78418963391826,5,2,5.90263333340137,32510453,1326590,33837043,Americas,Europe,Latin America and the Caribbean,Northern Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Northern Europe,Upper middle income to High income,233,604,PE,EE
2019,EEPG,PGEE,1,Papua New Guinea,Estonia,2,,0.693147180559945,0,,5.21493575760899,8776109,1326590,10102699,Oceania,Europe,Melanesia,Northern Europe,Lower middle income,High income,Oceania to Europe,Melanesia to Northern Europe,Lower middle income to High income,233,598,PG,EE
2019,EEPH,PHEE,1,Philippines,Estonia,67,,4.20469261939097,11,,6.24027584517077,108116615,1326590,109443205,Asia,Europe,South-eastern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,South-eastern Asia to Northern Europe,Lower middle income to High income,233,608,PH,EE
2019,EEPK,PKEE,1,Pakistan,Estonia,131,,4.87519732320115,59,,6.59030104819669,216565318,1326590,217891908,Asia,Europe,Southern Asia,Northern Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Northern Europe,Lower middle income to High income,233,586,PK,EE
2019,EEPL,EEPL,1,Estonia,Poland,209,729,6.84374994900623,11,-61,8.49535649680706,1326590,37970874,39297464,Europe,Europe,Northern Europe,Eastern Europe,High income,High income,Europe to Europe,Northern Europe to Eastern Europe,High income to High income,616,233,EE,PL
2019,EEPL,PLEE,2,Poland,Estonia,729,209,6.84374994900623,-61,11,8.49535649680706,37970874,1326590,39297464,Europe,Europe,Eastern Europe,Northern Europe,High income,High income,Europe to Europe,Eastern Europe to Northern Europe,High income to High income,233,616,PL,EE
2019,EEPT,EEPT,1,Estonia,Portugal,130,150,5.63478960316925,2,12,8.85723049420195,1326590,10269417,11596007,Europe,Europe,Northern Europe,Southern Europe,High income,High income,Europe to Europe,Northern Europe to Southern Europe,High income to High income,620,233,EE,PT
2019,EEPT,PTEE,2,Portugal,Estonia,150,130,5.63478960316925,12,2,8.85723049420195,10269417,1326590,11596007,Europe,Europe,Southern Europe,Northern Europe,High income,High income,Europe to Europe,Southern Europe to Northern Europe,High income to High income,233,620,PT,EE
2019,EERO,ROEE,1,Romania,Estonia,308,,5.73009978297357,-61,,8.09009578318096,19356544,1326590,20683134,Europe,Europe,Eastern Europe,Northern Europe,High income,High income,Europe to Europe,Eastern Europe to Northern Europe,High income to High income,233,642,RO,EE
2019,EERS,RSEE,1,Serbia,Estonia,31,,3.43398720448515,9,,8.40065937516029,6944975,1326590,8271565,Europe,Europe,Southern Europe,Northern Europe,Upper middle income,High income,Europe to Europe,Southern Europe to Northern Europe,Upper middle income to High income,233,688,RS,EE
2019,EERW,RWEE,1,Rwanda,Estonia,1,,0,0,,6.18208490671663,12626950,1326590,13953540,Africa,Europe,Sub-Saharan Africa,Northern Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Northern Europe,Low income to High income,233,646,RW,EE
2019,EESA,SAEE,1,Saudi Arabia,Estonia,12,,2.484906649788,7,,6.10031895202006,34268528,1326590,35595118,Asia,Europe,Western Asia,Northern Europe,High income,High income,Asia to Europe,Western Asia to Northern Europe,High income to High income,233,682,SA,EE
2019,EESE,EESE,1,Estonia,Sweden,10101,600,9.278092474027,-202,61,10.3843383875502,1326590,10285453,11612043,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,752,233,EE,SE
2019,EESE,SEEE,2,Sweden,Estonia,600,10101,9.278092474027,61,-202,10.3843383875502,10285453,1326590,11612043,Europe,Europe,Northern Europe,Northern Europe,High income,High income,Europe to Europe,Northern Europe to Northern Europe,High income to High income,233,752,SE,EE
